NAME,County,State,State_abb,Cases,Deaths,Population,case_fatality,death_rate,case_rate
"Statewide Unallocated, Illinois",Statewide Unallocated,Illinois,IL,41,0,0,0,NA,NA
"Adams County, Illinois",Adams County,Illinois,IL,286,1,65435,0.35,1.528,437.075
"Alexander County, Illinois",Alexander County,Illinois,IL,32,0,5761,0,0,555.459
"Bond County, Illinois",Bond County,Illinois,IL,29,1,16426,3.448,6.088,176.549
"Boone County, Illinois",Boone County,Illinois,IL,663,21,53544,3.167,39.22,1238.234
"Brown County, Illinois",Brown County,Illinois,IL,11,0,6578,0,0,167.224
"Bureau County, Illinois",Bureau County,Illinois,IL,62,2,32628,3.226,6.13,190.021
"Calhoun County, Illinois",Calhoun County,Illinois,IL,3,0,4739,0,0,63.304
"Carroll County, Illinois",Carroll County,Illinois,IL,24,2,14305,8.333,13.981,167.774
"Cass County, Illinois",Cass County,Illinois,IL,160,11,12147,6.875,90.557,1317.198
"Champaign County, Illinois",Champaign County,Illinois,IL,1293,17,209689,1.315,8.107,616.627
"Christian County, Illinois",Christian County,Illinois,IL,60,4,32304,6.667,12.382,185.736
"Clark County, Illinois",Clark County,Illinois,IL,50,0,15441,0,0,323.813
"Clay County, Illinois",Clay County,Illinois,IL,9,0,13184,0,0,68.265
"Clinton County, Illinois",Clinton County,Illinois,IL,278,17,37562,6.115,45.259,740.11
"Coles County, Illinois",Coles County,Illinois,IL,261,17,50621,6.513,33.583,515.596
"Cook County, Illinois",Cook County,Illinois,IL,100124,4801,5150233,4.795,93.219,1944.067
"Crawford County, Illinois",Crawford County,Illinois,IL,26,0,18667,0,0,139.283
"Cumberland County, Illinois",Cumberland County,Illinois,IL,36,1,10766,2.778,9.289,334.386
"DeKalb County, Illinois",DeKalb County,Illinois,IL,728,24,104897,3.297,22.88,694.014
"De Witt County, Illinois",De Witt County,Illinois,IL,24,0,15638,0,0,153.472
"Douglas County, Illinois",Douglas County,Illinois,IL,89,0,19465,0,0,457.231
"DuPage County, Illinois",DuPage County,Illinois,IL,10531,500,922921,4.748,54.176,1141.051
"Edgar County, Illinois",Edgar County,Illinois,IL,18,0,17161,0,0,104.889
"Edwards County, Illinois",Edwards County,Illinois,IL,6,0,6395,0,0,93.823
"Effingham County, Illinois",Effingham County,Illinois,IL,48,1,34008,2.083,2.94,141.143
"Fayette County, Illinois",Fayette County,Illinois,IL,39,3,21336,7.692,14.061,182.79
"Ford County, Illinois",Ford County,Illinois,IL,33,1,12961,3.03,7.715,254.61
"Franklin County, Illinois",Franklin County,Illinois,IL,79,0,38469,0,0,205.36
"Fulton County, Illinois",Fulton County,Illinois,IL,20,0,34340,0,0,58.241
"Gallatin County, Illinois",Gallatin County,Illinois,IL,23,0,4828,0,0,476.388
"Greene County, Illinois",Greene County,Illinois,IL,13,0,12969,0,0,100.239
"Grundy County, Illinois",Grundy County,Illinois,IL,226,5,51054,2.212,9.794,442.669
"Hamilton County, Illinois",Hamilton County,Illinois,IL,11,0,8116,0,0,135.535
"Hancock County, Illinois",Hancock County,Illinois,IL,22,1,17708,4.545,5.647,124.238
"Hardin County, Illinois",Hardin County,Illinois,IL,9,0,3821,0,0,235.54
"Henderson County, Illinois",Henderson County,Illinois,IL,8,0,6646,0,0,120.373
"Henry County, Illinois",Henry County,Illinois,IL,146,1,48913,0.685,2.044,298.489
"Iroquois County, Illinois",Iroquois County,Illinois,IL,201,5,27114,2.488,18.441,741.314
"Jackson County, Illinois",Jackson County,Illinois,IL,434,19,56750,4.378,33.48,764.758
"Jasper County, Illinois",Jasper County,Illinois,IL,49,7,9610,14.286,72.841,509.886
"Jefferson County, Illinois",Jefferson County,Illinois,IL,138,17,37684,12.319,45.112,366.203
"Jersey County, Illinois",Jersey County,Illinois,IL,56,1,21773,1.786,4.593,257.199
"Jo Daviess County, Illinois",Jo Daviess County,Illinois,IL,80,1,21235,1.25,4.709,376.737
"Johnson County, Illinois",Johnson County,Illinois,IL,42,0,12417,0,0,338.246
"Kane County, Illinois",Kane County,Illinois,IL,8481,293,532403,3.455,55.033,1592.966
"Kankakee County, Illinois",Kankakee County,Illinois,IL,1534,66,109862,4.302,60.075,1396.297
"Kendall County, Illinois",Kendall County,Illinois,IL,1151,21,128990,1.825,16.28,892.317
"Knox County, Illinois",Knox County,Illinois,IL,199,1,49699,0.503,2.012,400.41
"Lake County, Illinois",Lake County,Illinois,IL,11079,435,696535,3.926,62.452,1590.588
"LaSalle County, Illinois",LaSalle County,Illinois,IL,362,18,108669,4.972,16.564,333.122
"Lawrence County, Illinois",Lawrence County,Illinois,IL,30,0,15678,0,0,191.351
"Lee County, Illinois",Lee County,Illinois,IL,120,2,34096,1.667,5.866,351.947
"Livingston County, Illinois",Livingston County,Illinois,IL,63,2,35648,3.175,5.61,176.728
"Logan County, Illinois",Logan County,Illinois,IL,57,0,28618,0,0,199.175
"McDonough County, Illinois",McDonough County,Illinois,IL,119,15,29682,12.605,50.536,400.916
"McHenry County, Illinois",McHenry County,Illinois,IL,2559,110,307774,4.299,35.741,831.454
"McLean County, Illinois",McLean County,Illinois,IL,418,15,171517,3.589,8.745,243.708
"Macon County, Illinois",Macon County,Illinois,IL,288,22,104009,7.639,21.152,276.899
"Macoupin County, Illinois",Macoupin County,Illinois,IL,100,3,44926,3,6.678,222.588
"Madison County, Illinois",Madison County,Illinois,IL,1604,71,262966,4.426,27,609.965
"Marion County, Illinois",Marion County,Illinois,IL,97,0,37205,0,0,260.718
"Marshall County, Illinois",Marshall County,Illinois,IL,15,0,11438,0,0,131.142
"Mason County, Illinois",Mason County,Illinois,IL,36,0,13359,0,0,269.481
"Massac County, Illinois",Massac County,Illinois,IL,24,0,13772,0,0,174.267
"Menard County, Illinois",Menard County,Illinois,IL,36,0,12196,0,0,295.179
"Mercer County, Illinois",Mercer County,Illinois,IL,39,0,15437,0,0,252.64
"Monroe County, Illinois",Monroe County,Illinois,IL,205,13,34637,6.341,37.532,591.853
"Montgomery County, Illinois",Montgomery County,Illinois,IL,112,3,28414,2.679,10.558,394.172
"Morgan County, Illinois",Morgan County,Illinois,IL,146,5,33658,3.425,14.855,433.775
"Moultrie County, Illinois",Moultrie County,Illinois,IL,33,0,14501,0,0,227.571
"Ogle County, Illinois",Ogle County,Illinois,IL,345,5,50643,1.449,9.873,681.239
"Peoria County, Illinois",Peoria County,Illinois,IL,878,32,179179,3.645,17.859,490.013
"Perry County, Illinois",Perry County,Illinois,IL,73,1,20916,1.37,4.781,349.015
"Piatt County, Illinois",Piatt County,Illinois,IL,30,0,16344,0,0,183.554
"Pike County, Illinois",Pike County,Illinois,IL,9,0,15561,0,0,57.837
"Pope County, Illinois",Pope County,Illinois,IL,2,0,4177,0,0,47.881
"Pulaski County, Illinois",Pulaski County,Illinois,IL,88,0,5335,0,0,1649.485
"Putnam County, Illinois",Putnam County,Illinois,IL,3,0,5739,0,0,52.274
"Randolph County, Illinois",Randolph County,Illinois,IL,374,7,31782,1.872,22.025,1176.767
"Richland County, Illinois",Richland County,Illinois,IL,9,0,15513,0,0,58.016
"Rock Island County, Illinois",Rock Island County,Illinois,IL,1375,30,141879,2.182,21.145,969.136
"St. Clair County, Illinois",St. Clair County,Illinois,IL,2883,152,259686,5.272,58.532,1110.187
"Saline County, Illinois",Saline County,Illinois,IL,60,0,23491,0,0,255.417
"Sangamon County, Illinois",Sangamon County,Illinois,IL,717,33,194672,4.603,16.952,368.312
"Schuyler County, Illinois",Schuyler County,Illinois,IL,14,0,6768,0,0,206.856
"Scott County, Illinois",Scott County,Illinois,IL,4,0,4951,0,0,80.792
"Shelby County, Illinois",Shelby County,Illinois,IL,31,1,21634,3.226,4.622,143.293
"Stark County, Illinois",Stark County,Illinois,IL,7,0,5342,0,0,131.037
"Stephenson County, Illinois",Stephenson County,Illinois,IL,292,6,44498,2.055,13.484,656.209
"Tazewell County, Illinois",Tazewell County,Illinois,IL,243,8,131803,3.292,6.07,184.366
"Union County, Illinois",Union County,Illinois,IL,255,21,16653,8.235,126.103,1531.256
"Vermilion County, Illinois",Vermilion County,Illinois,IL,141,2,75758,1.418,2.64,186.119
"Wabash County, Illinois",Wabash County,Illinois,IL,25,0,11520,0,0,217.014
"Warren County, Illinois",Warren County,Illinois,IL,158,0,16844,0,0,938.019
"Washington County, Illinois",Washington County,Illinois,IL,35,0,13887,0,0,252.034
"Wayne County, Illinois",Wayne County,Illinois,IL,27,1,16215,3.704,6.167,166.512
"White County, Illinois",White County,Illinois,IL,33,0,13537,0,0,243.776
"Whiteside County, Illinois",Whiteside County,Illinois,IL,246,16,55175,6.504,28.999,445.854
"Will County, Illinois",Will County,Illinois,IL,7845,336,690743,4.283,48.643,1135.734
"Williamson County, Illinois",Williamson County,Illinois,IL,218,4,66597,1.835,6.006,327.342
"Winnebago County, Illinois",Winnebago County,Illinois,IL,3386,113,282572,3.337,39.99,1198.279
"Woodford County, Illinois",Woodford County,Illinois,IL,66,3,38459,4.545,7.801,171.611
"Statewide Unallocated, Indiana",Statewide Unallocated,Indiana,IN,0,0,0,NA,NA,NA
"Adams County, Indiana",Adams County,Indiana,IN,63,1,35777,1.587,2.795,176.091
"Allen County, Indiana",Allen County,Indiana,IN,3217,148,379299,4.601,39.019,848.144
"Bartholomew County, Indiana",Bartholomew County,Indiana,IN,648,45,83779,6.944,53.713,773.464
"Benton County, Indiana",Benton County,Indiana,IN,54,0,8748,0,0,617.284
"Blackford County, Indiana",Blackford County,Indiana,IN,45,2,11758,4.444,17.01,382.718
"Boone County, Indiana",Boone County,Indiana,IN,554,45,67843,8.123,66.33,816.591
"Brown County, Indiana",Brown County,Indiana,IN,58,1,15092,1.724,6.626,384.31
"Carroll County, Indiana",Carroll County,Indiana,IN,120,2,20257,1.667,9.873,592.388
"Cass County, Indiana",Cass County,Indiana,IN,1677,9,37689,0.537,23.88,4449.574
"Clark County, Indiana",Clark County,Indiana,IN,821,45,118302,5.481,38.038,693.987
"Clay County, Indiana",Clay County,Indiana,IN,73,5,26225,6.849,19.066,278.36
"Clinton County, Indiana",Clinton County,Indiana,IN,313,3,32399,0.958,9.26,966.079
"Crawford County, Indiana",Crawford County,Indiana,IN,37,0,10577,0,0,349.816
"Daviess County, Indiana",Daviess County,Indiana,IN,178,17,33351,9.551,50.973,533.717
"Dearborn County, Indiana",Dearborn County,Indiana,IN,355,25,49458,7.042,50.548,717.781
"Decatur County, Indiana",Decatur County,Indiana,IN,266,32,26559,12.03,120.486,1001.544
"DeKalb County, Indiana",DeKalb County,Indiana,IN,180,4,43475,2.222,9.201,414.031
"Delaware County, Indiana",Delaware County,Indiana,IN,518,52,114135,10.039,45.56,453.849
"Dubois County, Indiana",Dubois County,Indiana,IN,469,8,42736,1.706,18.72,1097.435
"Elkhart County, Indiana",Elkhart County,Indiana,IN,4150,69,206341,1.663,33.44,2011.234
"Fayette County, Indiana",Fayette County,Indiana,IN,121,7,23102,5.785,30.3,523.764
"Floyd County, Indiana",Floyd County,Indiana,IN,510,44,78522,8.627,56.035,649.5
"Fountain County, Indiana",Fountain County,Indiana,IN,47,2,16346,4.255,12.235,287.532
"Franklin County, Indiana",Franklin County,Indiana,IN,153,8,22758,5.229,35.152,672.291
"Fulton County, Indiana",Fulton County,Indiana,IN,100,1,19974,1,5.007,500.651
"Gibson County, Indiana",Gibson County,Indiana,IN,170,2,33659,1.176,5.942,505.066
"Grant County, Indiana",Grant County,Indiana,IN,421,28,65769,6.651,42.573,640.119
"Greene County, Indiana",Greene County,Indiana,IN,210,33,31922,15.714,103.377,657.854
"Hamilton County, Indiana",Hamilton County,Indiana,IN,2032,102,338011,5.02,30.177,601.164
"Hancock County, Indiana",Hancock County,Indiana,IN,528,36,78168,6.818,46.055,675.468
"Harrison County, Indiana",Harrison County,Indiana,IN,235,22,40515,9.362,54.301,580.032
"Hendricks County, Indiana",Hendricks County,Indiana,IN,1574,104,170311,6.607,61.065,924.192
"Henry County, Indiana",Henry County,Indiana,IN,328,18,47972,5.488,37.522,683.732
"Howard County, Indiana",Howard County,Indiana,IN,687,60,82544,8.734,72.689,832.283
"Huntington County, Indiana",Huntington County,Indiana,IN,112,2,36520,1.786,5.476,306.681
"Jackson County, Indiana",Jackson County,Indiana,IN,510,3,44231,0.588,6.783,1153.037
"Jasper County, Indiana",Jasper County,Indiana,IN,164,2,33562,1.22,5.959,488.648
"Jay County, Indiana",Jay County,Indiana,IN,73,0,20436,0,0,357.213
"Jefferson County, Indiana",Jefferson County,Indiana,IN,136,2,32308,1.471,6.19,420.948
"Jennings County, Indiana",Jennings County,Indiana,IN,188,12,27735,6.383,43.267,677.844
"Johnson County, Indiana",Johnson County,Indiana,IN,1476,118,158167,7.995,74.605,933.191
"Knox County, Indiana",Knox County,Indiana,IN,93,0,36594,0,0,254.14
"Kosciusko County, Indiana",Kosciusko County,Indiana,IN,711,8,79456,1.125,10.068,894.835
"LaGrange County, Indiana",LaGrange County,Indiana,IN,504,10,39614,1.984,25.244,1272.277
"Lake County, Indiana",Lake County,Indiana,IN,6379,258,485493,4.045,53.142,1313.922
"LaPorte County, Indiana",LaPorte County,Indiana,IN,706,28,109888,3.966,25.48,642.472
"Lawrence County, Indiana",Lawrence County,Indiana,IN,283,26,45370,9.187,57.307,623.76
"Madison County, Indiana",Madison County,Indiana,IN,720,64,129569,8.889,49.395,555.688
"Marion County, Indiana",Marion County,Indiana,IN,13094,711,964582,5.43,73.711,1357.479
"Marshall County, Indiana",Marshall County,Indiana,IN,682,16,46258,2.346,34.589,1474.34
"Martin County, Indiana",Martin County,Indiana,IN,36,0,10255,0,0,351.048
"Miami County, Indiana",Miami County,Indiana,IN,218,2,35516,0.917,5.631,613.808
"Monroe County, Indiana",Monroe County,Indiana,IN,496,29,148431,5.847,19.538,334.162
"Montgomery County, Indiana",Montgomery County,Indiana,IN,307,21,38338,6.84,54.776,800.772
"Morgan County, Indiana",Morgan County,Indiana,IN,367,31,70489,8.447,43.978,520.649
"Newton County, Indiana",Newton County,Indiana,IN,102,10,13984,9.804,71.51,729.405
"Noble County, Indiana",Noble County,Indiana,IN,579,28,47744,4.836,58.646,1212.718
"Ohio County, Indiana",Ohio County,Indiana,IN,33,2,5875,6.061,34.043,561.702
"Orange County, Indiana",Orange County,Indiana,IN,150,24,19646,16,122.162,763.514
"Owen County, Indiana",Owen County,Indiana,IN,60,1,20799,1.667,4.808,288.475
"Parke County, Indiana",Parke County,Indiana,IN,35,0,16937,0,0,206.648
"Perry County, Indiana",Perry County,Indiana,IN,161,12,19169,7.453,62.601,839.898
"Pike County, Indiana",Pike County,Indiana,IN,21,0,12389,0,0,169.505
"Porter County, Indiana",Porter County,Indiana,IN,954,38,170389,3.983,22.302,559.895
"Posey County, Indiana",Posey County,Indiana,IN,128,0,25427,0,0,503.402
"Pulaski County, Indiana",Pulaski County,Indiana,IN,69,1,12353,1.449,8.095,558.569
"Putnam County, Indiana",Putnam County,Indiana,IN,197,8,37576,4.061,21.29,524.271
"Randolph County, Indiana",Randolph County,Indiana,IN,85,4,24665,4.706,16.217,344.618
"Ripley County, Indiana",Ripley County,Indiana,IN,160,7,28324,4.375,24.714,564.892
"Rush County, Indiana",Rush County,Indiana,IN,73,4,16581,5.479,24.124,440.263
"St. Joseph County, Indiana",St. Joseph County,Indiana,IN,2605,74,271826,2.841,27.223,958.334
"Scott County, Indiana",Scott County,Indiana,IN,202,10,23873,4.95,41.888,846.144
"Shelby County, Indiana",Shelby County,Indiana,IN,480,25,44729,5.208,55.892,1073.129
"Spencer County, Indiana",Spencer County,Indiana,IN,95,1,20277,1.053,4.932,468.511
"Starke County, Indiana",Starke County,Indiana,IN,141,4,22995,2.837,17.395,613.177
"Steuben County, Indiana",Steuben County,Indiana,IN,165,3,34594,1.818,8.672,476.961
"Sullivan County, Indiana",Sullivan County,Indiana,IN,65,1,20669,1.538,4.838,314.481
"Switzerland County, Indiana",Switzerland County,Indiana,IN,36,0,10751,0,0,334.853
"Tippecanoe County, Indiana",Tippecanoe County,Indiana,IN,907,11,195732,1.213,5.62,463.389
"Tipton County, Indiana",Tipton County,Indiana,IN,52,2,15148,3.846,13.203,343.28
"Union County, Indiana",Union County,Indiana,IN,20,0,7054,0,0,283.527
"Vanderburgh County, Indiana",Vanderburgh County,Indiana,IN,1236,6,181451,0.485,3.307,681.176
"Vermillion County, Indiana",Vermillion County,Indiana,IN,20,0,15498,0,0,129.049
"Vigo County, Indiana",Vigo County,Indiana,IN,317,9,107038,2.839,8.408,296.157
"Wabash County, Indiana",Wabash County,Indiana,IN,132,3,30996,2.273,9.679,425.861
"Warren County, Indiana",Warren County,Indiana,IN,17,1,8265,5.882,12.099,205.687
"Warrick County, Indiana",Warrick County,Indiana,IN,381,29,62998,7.612,46.033,604.781
"Washington County, Indiana",Washington County,Indiana,IN,77,1,28036,1.299,3.567,274.647
"Wayne County, Indiana",Wayne County,Indiana,IN,219,7,65884,3.196,10.625,332.402
"Wells County, Indiana",Wells County,Indiana,IN,103,1,28296,0.971,3.534,364.009
"White County, Indiana",White County,Indiana,IN,307,10,24102,3.257,41.49,1273.753
"Whitley County, Indiana",Whitley County,Indiana,IN,122,6,33964,4.918,17.666,359.204
"Statewide Unallocated, Kentucky",Statewide Unallocated,Kentucky,KY,0,0,0,NA,NA,NA
"Adair County, Kentucky",Adair County,Kentucky,KY,171,19,19202,11.111,98.948,890.532
"Allen County, Kentucky",Allen County,Kentucky,KY,205,8,21315,3.902,37.532,961.764
"Anderson County, Kentucky",Anderson County,Kentucky,KY,41,1,22747,2.439,4.396,180.244
"Ballard County, Kentucky",Ballard County,Kentucky,KY,26,0,7888,0,0,329.615
"Barren County, Kentucky",Barren County,Kentucky,KY,214,2,44249,0.935,4.52,483.627
"Bath County, Kentucky",Bath County,Kentucky,KY,24,1,12500,4.167,8,192
"Bell County, Kentucky",Bell County,Kentucky,KY,174,1,26032,0.575,3.841,668.408
"Boone County, Kentucky",Boone County,Kentucky,KY,871,23,133581,2.641,17.218,652.039
"Bourbon County, Kentucky",Bourbon County,Kentucky,KY,60,1,19788,1.667,5.054,303.214
"Boyd County, Kentucky",Boyd County,Kentucky,KY,129,3,46718,2.326,6.422,276.125
"Boyle County, Kentucky",Boyle County,Kentucky,KY,62,0,30060,0,0,206.254
"Bracken County, Kentucky",Bracken County,Kentucky,KY,24,0,8303,0,0,289.052
"Breathitt County, Kentucky",Breathitt County,Kentucky,KY,18,0,12630,0,0,142.518
"Breckinridge County, Kentucky",Breckinridge County,Kentucky,KY,38,2,20477,5.263,9.767,185.574
"Bullitt County, Kentucky",Bullitt County,Kentucky,KY,221,4,81676,1.81,4.897,270.581
"Butler County, Kentucky",Butler County,Kentucky,KY,283,14,12879,4.947,108.704,2197.376
"Caldwell County, Kentucky",Caldwell County,Kentucky,KY,41,0,12747,0,0,321.644
"Calloway County, Kentucky",Calloway County,Kentucky,KY,139,2,39001,1.439,5.128,356.401
